,study_ID,site_ID,state,rye_planting_date,rye_sampling_date,growing_days,N_rate_fall.kg_ha,N_rate_spring.kg_ha,zone,GS0_20avgTmin,GS0_20avgTmax,GS0_20avgTavg,GS0_20avgSrad,GS0_20cRain,GS0_20cGDD,GS20_30avgTmin,GS20_30avgTmax,GS20_30avgTavg,GS20_30avgSrad,GS20_30cRain,GS20_30cGDD,GS30_40avgTmin,GS30_40avgTmax,GS30_40avgTavg,GS30_40avgSrad,GS30_40cRain,GS30_40cGDD,GS40_50avgTmin,GS40_50avgTmax,GS40_50avgTavg,GS40_50avgSrad,GS40_50cRain,GS40_50cGDD,GS50avgTmin,GS50avgTmax,GS50avgTavg,GS50avgSrad,GS50cRain,GS50cGDD,FallcumGDD,SpringcumGDD,TotalcumGDD,OM (%/100),Sand,Silt,Clay,awc,legume_preceding,planting_method,cn_ratio_mean,cn_ratio_std,cn_ratio_count,biomass_mean,biomass_mean_std,biomass_count
387,14,27,VA,10/5/16,4/4/17,181,0,0,7a,3.76,18.16,10.96,10.65,68.3,375.37,-0.8,10.5,4.85,9.76,292.3,284.96,6.39,17.78,12.09,15.63,22.01,30.75,,,,,,,,,,,,,382.65,141.635,691.085,0.01,0.4183,0.3825,0.1992,0.2105,no,Drilled,,,0,1318.345,,1
388,14,27,VA,10/5/16,4/25/17,202,0,0,7a,3.76,18.16,10.96,10.65,68.3,375.37,-0.8,10.5,4.85,9.76,292.3,284.96,4.82,19.62,12.22,18.89,31.76,109.75,9.83,19.05,14.44,12.2,103.3,110.435,,,,,,,382.65,331.075,880.525,0.01,0.4183,0.3825,0.1992,0.2105,no,Drilled,,,0,6903.125,,1
389,14,27,VA,10/5/16,5/3/17,210,0,0,7a,3.76,18.16,10.96,10.65,68.3,375.37,-0.8,10.5,4.85,9.76,292.3,284.96,4.82,19.62,12.22,18.89,31.76,109.75,9.83,19.05,14.44,12.2,103.3,110.435,12.36,24.92,18.64,19.56,6.84,113.915,382.65,444.995,994.445,0.01,0.4183,0.3825,0.1992,0.2105,no,Drilled,,,0,7061.5,,1
390,14,27,VA,11/29/17,4/5/18,127,0,0,7a,-2.83,8.42,2.8,9.99,290.05,222.62,,,,,,,,,,,,,,,,,,,,,,,,,5.3,65.3,222.62,0.01,0.4183,0.3825,0.1992,0.2105,no,Drilled,,,0,1820.5,,1
391,14,27,VA,11/29/17,4/18/18,140,0,0,7a,-2.73,8.65,2.96,10.49,299.79,238.95,4.31,20.28,12.3,20.5,47.73,47.375,,,,,,,,,,,,,,,,,,,5.3,129,286.32,0.01,0.4183,0.3825,0.1992,0.2105,no,Drilled,,,0,1660,,1
392,14,27,VA,11/29/17,5/2/18,154,0,0,7a,-2.73,8.65,2.96,10.49,299.79,238.95,4.47,17.91,11.19,19.04,75.77,115.455,2.79,25.16,13.98,27.52,0,28.72,,,,,,,,,,,,,5.3,225.805,383.125,0.01,0.4183,0.3825,0.1992,0.2105,no,Drilled,,,0,2386,,1
393,14,27,VA,11/7/19,4/7/20,152,0,0,7a,-0.98,10.35,4.69,9.28,399.07,241.39,5.19,17.31,11.25,15.65,57.61,109.635,4.93,23.71,14.32,20.29,2.83,19.84,,,,,,,,,,,,,23.925,211.825,370.86,0.01,0.4183,0.3825,0.1992,0.2105,no,Drilled,,,0,1476.25,,1
394,14,27,VA,11/7/19,4/20/20,165,0,0,7a,-0.98,10.35,4.69,9.28,399.07,241.39,5.19,17.31,11.25,15.65,57.61,109.635,1.77,17.04,9.4,18.83,89.88,75.08,,,,,,,,,,,,,23.925,267.065,426.1,0.01,0.4183,0.3825,0.1992,0.2105,no,Drilled,,,0,3502,,1
395,14,27,VA,11/7/19,5/7/20,182,0,0,7a,-0.98,10.35,4.69,9.28,399.07,241.39,5.19,17.31,11.25,15.65,57.61,109.635,2.87,16.99,9.93,18.27,112.31,116.19,6.36,18.33,12.35,18.17,41.96,87.4,,,,,,,23.925,395.575,554.61,0.01,0.4183,0.3825,0.1992,0.2105,no,Drilled,,,0,6062,,1
396,14,27,VA,12/3/18,4/2/19,120,0,0,7a,-1.97,8.72,3.38,10.59,393.02,156.79,,,,,,,,,,,,,,,,,,,,,,,,,2.405,67.94,156.79,0.015,0.4208,0.3842,0.195,0.168,no,Drilled,,,0,680.5,,1
397,14,27,VA,12/3/18,4/17/19,135,0,0,7a,-1.86,8.92,3.53,10.71,407.81,173.11,7.14,20.79,13.96,17.07,56.56,114.765,,,,,,,,,,,,,,,,,,,2.405,199.03,287.88,0.015,0.4208,0.3842,0.195,0.168,no,Drilled,,,0,1009.75,,1
398,14,27,VA,12/3/18,5/1/19,149,0,0,7a,-1.86,8.92,3.53,10.71,407.81,173.11,7.14,20.79,13.96,17.07,56.56,114.765,8.37,21.59,14.98,18.61,49.96,105.81,8.58,25.62,17.1,24.26,0,50.8,,,,,,,2.405,355.64,444.49,0.015,0.4208,0.3842,0.195,0.168,no,Drilled,,,0,2694,,1
399,15,28,MO,10/2/12,4/20/13,200,0,0,6b,-1.29,9.89,4.3,8.98,344.15,438.15,1.3,11.77,6.54,16.89,113.32,107.87,4.37,15.27,9.82,15.74,85.63,32.51,,,,,,,,,,,,,322.115,160.765,578.53,0.0186,0.1533,0.5662,0.2804,0.1858,no,Broadcast,16.42797719,0.939901505,4,1740.5,535.4203372,4
400,15,28,MO,9/13/13,4/10/14,209,0,0,6b,12.36,24.75,18.56,13.23,52.67,381.06,-5.19,7.02,0.91,10.23,229.99,308.895,3.05,16.13,9.59,16.19,116.33,62.275,,,,,,,,,,,,,601.575,115.73,752.235,0.0186,0.1533,0.5662,0.2804,0.1858,no,Broadcast,17.01895094,1.253729824,4,891.1875,159.2068067,4
401,15,29,MO,10/31/11,4/11/12,163,0,0,6b,-0.94,10.23,4.65,8.48,346.55,305.26,13.72,24.37,19.05,11.64,46.35,117.185,11.67,23.14,17.41,14.55,17.52,104.04,7.99,20.68,14.33,17.42,11.64,119.175,,,,,,,133.99,416.905,645.665,0.0182,0.1001,0.6496,0.2503,0.1952,no,Drilled,26.28922063,2.77404327,16,1081.484375,464.6483569,16
402,15,29,MO,10/21/12,4/20/13,181,0,0,6b,-2.05,8.93,3.44,9.81,318.63,338.56,5.8,16.99,11.4,15.29,171.25,98.66,,,,,,,,,,,,,,,,,,,181.84,160.035,437.22,0.0182,0.1001,0.6496,0.2503,0.1952,no,Drilled,16.66366906,1.365591012,8,1824.53125,403.1456764,8
403,15,29,MO,10/3/12,4/20/13,199,0,0,6b,-1.43,9.45,4.01,9.29,374.63,429.86,4.08,16.22,10.15,17.85,116.57,111.6,3.58,15.42,9.5,16.92,62.15,25.505,,,,,,,,,,,,,311.585,160.035,566.965,0.0182,0.1001,0.6496,0.2503,0.1952,no,Drilled,14.60244188,1.445863867,8,1117.3125,249.2264371,8
404,15,29,MO,9/13/13,4/10/14,209,0,0,6b,12.36,24.76,18.56,13.39,49.36,381.09,-5.2,6.99,0.89,10.22,227.49,308.21,3.06,16.11,9.58,16.18,124.58,62.215,,,,,,,,,,,,,601.515,115.505,751.52,0.0182,0.1001,0.6496,0.2503,0.1952,no,Broadcast,15.43664,1.173567886,8,1094.625,226.0316034,8
405,15,29,MO,9/30/13,4/26/14,208,0,0,6b,-4.58,7.3,1.36,9.61,214.4,392.35,0.05,14.22,7.13,16.26,149.58,113.415,5.93,18.94,12.44,18.58,32.18,106.24,8.74,23.48,16.11,20.88,11.39,35.12,,,,,,,355.765,256.87,647.135,0.0182,0.1001,0.6496,0.2503,0.1952,no,Broadcast,23.65744,,1,1420.75,,1
406,15,30,MO,11/1/11,4/6/12,157,0,0,6b,-0.93,10.23,4.65,8.46,359.73,302.12,13.72,24.36,19.04,11.62,55.43,117.12,11.71,23.19,17.45,14.56,18.54,104.395,11.04,23.21,17.12,15.85,11.52,89.07,,,,,,,129.435,387.37,612.695,0.0186,0.1533,0.5662,0.2804,0.1858,no,Drilled,26.23165417,1.296764307,2,702.4166667,360.0352028,2
407,15,30,MO,10/3/12,4/20/13,199,0,0,6b,-1.41,9.51,4.05,9.34,368.3,431.83,3.87,16.37,10.12,18.15,89.58,105.255,4.37,15.29,9.83,15.75,84.07,32.575,,,,,,,,,,,,,312.205,161.235,569.66,0.0186,0.1533,0.5662,0.2804,0.1858,no,Drilled,17.584785,,1,1050.333333,,1
408,15,30,MO,10/21/12,4/20/13,181,0,0,6b,-2.03,8.99,3.48,9.85,311.37,340.66,5.8,17.05,11.42,15.25,166.07,99.055,,,,,,,,,,,,,,,,,,,182.27,161.235,439.725,0.0186,0.1533,0.5662,0.2804,0.1858,no,Drilled,15.35492833,,1,2497.333333,,1
409,15,30,MO,9/12/13,4/10/14,210,0,0,6b,13.03,25.07,19.05,13.19,48.44,379.34,-5.03,7.24,1.11,10.29,230.44,332.245,3.08,16.17,9.62,16.18,116.44,62.67,,,,,,,,,,,,,622.39,116.52,774.25,0.0186,0.1533,0.5662,0.2804,0.1858,no,Broadcast,17.91108667,,1,1498.166667,,1
410,15,30,MO,9/30/13,4/26/14,208,0,0,6b,-4.55,7.36,1.41,9.62,217.38,394.11,0.06,14.27,7.17,16.34,141.09,114.27,5.97,18.99,12.48,18.59,27.58,106.76,8.75,23.55,16.15,20.9,9.8,35.25,,,,,,,356.52,258.53,650.39,0.0186,0.1533,0.5662,0.2804,0.1858,no,Broadcast,18.05655833,,1,654.5,,1
411,15,31,MO,9/10/14,5/11/15,243,0,0,6b,11.51,24.12,17.82,14.47,119.63,375.71,-2.27,8.64,3.18,8.98,291.32,398.245,3.46,16.33,9.89,14.73,97.53,116.095,9.44,21.94,15.69,16.06,17.1,101.595,10.42,22.32,16.37,18.62,81.78,335.17,667.505,601.885,1326.83,0.0176,0.2508,0.4967,0.2525,0.1758,no,Broadcast,,,0,2404.03125,724.0580743,8
412,15,32,IA,10/16/14,4/17/15,183,0,0,5a,-8.16,2.8,-2.68,9.02,130.72,191.3,3.01,17.07,10.04,16.61,61.33,96.95,,,,,,,,,,,,,,,,,,,118.505,161.18,288.25,0.0717,0.2408,0.4272,0.332,0.188,no,Drilled,9.2634705,,1,125.5,,1
413,15,37,IN,10/5/11,3/26/12,173,0,0,6b,0.5,10.99,5.75,8.23,620.87,456.01,3.44,16.86,10.15,13.75,51.14,104.87,13.1,24.94,19.02,13.56,60.04,116.945,7.43,15.81,11.62,12.35,0,7.225,,,,,,,372.535,229.045,685.055,0.015,0.105,0.7004,0.1946,0.2075,no,Drilled,15.89370125,0.721819906,2,1336.625,22.4506403,2
414,15,37,IN,9/24/12,4/15/13,203,0,0,6b,-0.57,9.92,4.68,8.66,467.14,476.53,0.63,12.14,6.39,16.84,107.82,113.515,4.42,17.89,11.15,20.87,0,27.01,,,,,,,,,,,,,360.2,142.515,617.065,0.015,0.105,0.7004,0.1946,0.2075,no,Drilled,15.5061975,,1,889,,1
415,15,37,IN,9/24/12,4/30/13,218,0,61.65,6b,-0.57,9.92,4.68,8.66,467.14,476.53,0.63,12.14,6.39,16.84,107.82,113.515,4.91,18.66,11.78,19.43,70.35,110.75,8.75,19.87,14.31,18,2.23,39.625,,,,,,,360.2,265.885,740.435,0.015,0.105,0.7004,0.1946,0.2075,no,Drilled,15.42437667,,1,3163.666667,,1
416,15,37,IN,9/24/12,4/30/13,218,0,0,6b,-0.57,9.92,4.68,8.66,467.14,476.53,0.63,12.14,6.39,16.84,107.82,113.515,4.91,18.66,11.78,19.43,70.35,110.75,8.75,19.87,14.31,18,2.23,39.625,,,,,,,360.2,265.885,740.435,0.015,0.105,0.7004,0.1946,0.2075,no,Drilled,16.25205,,1,2915,,1
417,15,37,IN,10/11/13,4/18/14,189,0,61.65,6b,-4.06,7.17,1.56,10.06,487.76,318.41,4.92,17.77,11.34,16.7,134.02,119.205,3.32,21.99,12.66,24.56,0,8.255,,,,,,,,,,,,,206.515,179.115,445.87,0.015,0.105,0.7004,0.1946,0.2075,no,Drilled,15.12645,,1,1224.666667,,1
418,15,37,IN,10/11/13,4/18/14,189,0,0,6b,-4.06,7.17,1.56,10.06,487.76,318.41,4.92,17.77,11.34,16.7,134.02,119.205,3.32,21.99,12.66,24.56,0,8.255,,,,,,,,,,,,,206.515,179.115,445.87,0.015,0.105,0.7004,0.1946,0.2075,no,Drilled,15.16914,,1,1256,,1
419,15,37,IN,10/11/13,5/2/14,203,0,0,6b,-4.06,7.17,1.56,10.06,487.76,318.41,4.92,17.77,11.34,16.7,134.02,119.205,7.29,22.21,14.75,20.45,21.96,103.495,9.38,19.5,14.44,16.05,25.77,50.19,,,,,,,206.515,324.545,591.3,0.015,0.105,0.7004,0.1946,0.2075,no,Drilled,22.34101,,1,2918.25,,1
420,15,37,IN,10/2/14,4/17/15,197,0,55.04,6b,-2.74,7.4,2.33,8.88,535.29,358.52,2.25,14.8,8.53,16.26,115.16,116.915,9.86,21.75,15.81,16.28,31.62,102.66,11.83,24.16,18,19.88,0,13.595,,,,,,,311.23,251.98,591.69,0.015,0.105,0.7004,0.1946,0.2075,no,Drilled,16.240785,,1,1575,,1
421,15,37,IN,10/2/14,5/4/15,214,0,0,6b,-2.74,7.4,2.33,8.88,535.29,358.52,2.25,14.8,8.53,16.26,115.16,116.915,9.86,21.75,15.81,16.28,31.62,102.66,5.41,18.21,11.81,20.15,35.78,111.175,9.15,25.37,17.26,24.65,0,38.57,311.23,388.13,727.84,0.015,0.105,0.7004,0.1946,0.2075,no,Drilled,21.288845,,1,2853.25,,1
422,15,38,OH,9/24/11,5/4/12,223,0,0,6a,4.7,15.17,9.94,9.08,269.93,376.56,-2.74,6.54,1.9,8.19,300.77,136.64,5.14,18.1,11.62,14.84,21.75,101.97,2.45,15.32,8.88,17.92,28.46,104.595,7.6,20.52,14.06,18.94,32.42,86.935,380.53,391.275,806.7,0.0194,0.3059,0.5302,0.1639,0.1879,no,Broadcast,26.980405,2.170439255,8,1379.1875,196.3154236,8
423,15,38,OH,10/3/13,5/23/14,232,0,0,6a,-4.95,5.27,0.16,9.86,461.86,313.6,3.21,16.9,10.06,18.92,49.33,103.625,6.35,17.58,11.96,17.61,85.35,98.31,13.08,23.06,18.07,14.71,67.2,109.365,8.26,19.76,14.01,21.36,12.23,67.28,245.165,418.94,692.19,0.0194,0.3059,0.5302,0.1639,0.1879,no,Broadcast,19.07406958,2.118176027,8,1168.833333,334.2461786,8
424,16,39,TX,10/1/20,3/2/21,152,0,0,9a,16.13,30.59,23.36,15.69,0.45,386.78,10.74,24.79,17.77,11.8,14.84,306.385,6,20.21,13.1,9.44,84.82,313.165,5.21,18.37,11.79,10.1,153.98,307.215,3.17,14.8,8.99,12.6,60.74,213.14,1412.12,114.565,1526.685,0.012,0.1025,0.3475,0.55,0.15,no,Drilled,,,0,1686.306667,293.8705066,3
425,16,39,TX,10/1/20,3/16/21,166,0,0,9a,16.13,30.59,23.36,15.69,0.45,386.78,10.74,24.79,17.77,11.8,14.84,306.385,6,20.21,13.1,9.44,84.82,313.165,5.21,18.37,11.79,10.1,153.98,307.215,5.36,17.68,11.52,13.79,82.98,393.91,1412.12,295.33,1707.45,0.012,0.1025,0.3475,0.55,0.15,no,Drilled,,,0,2943.916667,739.2248615,3
426,16,39,TX,10/1/20,4/1/21,182,0,0,9a,16.13,30.59,23.36,15.69,0.45,386.78,10.74,24.79,17.77,11.8,14.84,306.385,6,20.21,13.1,9.44,84.82,313.165,5.21,18.37,11.79,10.1,153.98,307.215,6.5,19.18,12.84,14.95,101.81,589.62,1412.12,491.04,1903.16,0.012,0.1025,0.3475,0.55,0.15,no,Drilled,,,0,5025.14,257.9870758,3
427,16,39,TX,11/19/21,3/10/22,111,0,0,9a,10.47,22.55,16.51,8.78,71.86,375.02,5.87,18.95,12.41,9.92,16.18,315.66,4,17.85,10.92,13.08,116.34,265.305,4.14,16.28,10.21,14.2,12.98,23.245,,,,,,,783.47,195.77,979.24,0.012,0.1025,0.3475,0.55,0.15,no,Drilled,,,0,2182.73,255.5584473,3
428,16,39,TX,11/19/21,3/24/22,125,0,0,9a,10.47,22.55,16.51,8.78,71.86,375.02,5.87,18.95,12.41,9.92,16.18,315.66,4,17.85,10.92,13.08,116.34,265.305,6.06,20.63,13.35,17.16,62.8,161.065,,,,,,,783.47,333.59,1117.06,0.012,0.1025,0.3475,0.55,0.15,no,Drilled,,,0,1713.596667,240.2285354,3
429,16,39,TX,11/19/21,4/7/22,139,0,0,9a,10.47,22.55,16.51,8.78,71.86,375.02,5.87,18.95,12.41,9.92,16.18,315.66,4,17.85,10.92,13.08,116.34,265.305,7.35,22.42,14.88,17.64,62.8,241.085,12.63,26.88,19.76,18.24,6.83,135.95,783.47,549.56,1333.03,0.012,0.1025,0.3475,0.55,0.15,no,Drilled,,,0,3973.303333,129.4275691,3
430,16,39,TX,11/20/20,3/16/21,116,0,0,9a,5.5,19.53,12.52,9.35,155.21,381.53,2.86,14.74,8.8,11.21,128.15,286.645,10.42,23.35,16.89,15.53,21.18,249.705,13.33,26.66,20,12.97,15.93,15.59,,,,,,,638.875,294.61,933.485,0.012,0.1025,0.3475,0.55,0.15,yes,Drilled,,,0,2205,,1
431,16,39,TX,11/20/20,4/6/21,137,0,0,9a,5.5,19.53,12.52,9.35,155.21,381.53,2.86,14.74,8.8,11.21,128.15,286.645,10.42,23.35,16.89,15.53,21.18,249.705,9.68,23.34,16.51,18.12,41.71,254.31,15.43,28.28,21.86,18.92,0,17.455,638.875,550.775,1189.65,0.012,0.1025,0.3475,0.55,0.15,yes,Drilled,,,0,4433.9775,,1
432,16,39,TX,11/20/20,4/27/21,158,0,0,9a,5.5,19.53,12.52,9.35,155.21,381.53,2.86,14.74,8.8,11.21,128.15,286.645,10.42,23.35,16.89,15.53,21.18,249.705,9.68,23.34,16.51,18.12,41.71,254.31,12.87,25.57,19.22,18.54,66.33,326.095,638.875,859.42,1498.295,0.012,0.1025,0.3475,0.55,0.15,yes,Drilled,,,0,8082.35375,,1
433,16,39,TX,11/19/21,2/28/22,101,0,0,9a,10.26,22.29,16.28,8.75,66.91,379.78,5.83,19.07,12.45,9.95,16.26,309.095,2.67,16.51,9.59,12.68,116.56,183.685,,,,,,,,,,,,,781.18,91.395,872.575,0.012,0.1025,0.3475,0.55,0.15,yes,Drilled,,,0,1515.33375,,1
434,16,39,TX,11/19/21,3/31/22,132,0,0,9a,10.26,22.29,16.28,8.75,66.91,379.78,5.83,19.07,12.45,9.95,16.26,309.095,4.01,17.83,10.92,13.07,116.56,271.895,7.56,22.8,15.18,17.62,68.29,247.975,7.31,23.71,15.51,21.09,0,11.11,781.18,438.69,1219.87,0.012,0.1025,0.3475,0.55,0.15,yes,Drilled,,,0,2256.75,,1
435,16,39,TX,11/19/21,4/28/22,160,0,0,9a,10.26,22.29,16.28,8.75,66.91,379.78,5.83,19.07,12.45,9.95,16.26,309.095,4.01,17.83,10.92,13.07,116.56,271.895,7.56,22.8,15.18,17.62,68.29,247.975,15.34,27.93,21.63,17.72,58.21,490.34,781.18,917.925,1699.105,0.012,0.1025,0.3475,0.55,0.15,yes,Drilled,,,0,4768.4825,,1
436,16,39,TX,11/18/20,3/24/21,126,0,0,9a,5.69,19.79,12.74,9.31,155.56,375.39,2.9,14.93,8.92,11.06,127.29,305.91,10.29,23.24,16.76,15.35,21.68,247.235,8.93,23.02,15.97,17.5,36.46,115.725,,,,,,,662.425,381.845,1044.27,0.0175,0.01,0.31,0.68,0.19,no,Broadcast,,,0,4050.4825,,1
437,16,39,TX,11/18/20,4/8/21,141,0,0,9a,5.69,19.79,12.74,9.31,155.56,375.39,2.9,14.93,8.92,11.06,127.29,305.91,10.29,23.24,16.76,15.35,21.68,247.235,9.43,23.41,16.42,18.19,40.68,252.435,13.55,28.02,20.78,17.63,5.52,65.53,662.425,584.085,1246.51,0.0175,0.01,0.31,0.68,0.19,no,Broadcast,,,0,4328.085,,1
438,16,39,TX,11/18/20,4/22/21,155,0,0,9a,5.69,19.79,12.74,9.31,155.56,375.39,2.9,14.93,8.92,11.06,127.29,305.91,10.29,23.24,16.76,15.35,21.68,247.235,9.43,23.41,16.42,18.19,40.68,252.435,12.08,25.18,18.63,18.78,21.23,256.21,662.425,774.765,1437.19,0.0175,0.01,0.31,0.68,0.19,no,Broadcast,,,0,3894.8025,,1
439,16,39,TX,11/18/20,5/6/21,169,0,0,9a,5.69,19.79,12.74,9.31,155.56,375.39,2.9,14.93,8.92,11.06,127.29,305.91,10.29,23.24,16.76,15.35,21.68,247.235,9.43,23.41,16.42,18.19,40.68,252.435,14.6,26.23,20.41,17.54,125.67,508.17,662.425,1026.725,1689.15,0.0175,0.01,0.31,0.68,0.19,no,Broadcast,,,0,4370.583333,,1
440,17,40,WI,9/29/14,4/29/15,212,0,0,5a,-6.88,3.16,-1.86,9.3,196.03,244.27,3.67,17.54,10.61,18.42,51.18,86.895,1.89,13.99,7.94,18.06,38.73,39.045,,,,,,,,,,,,,187.4,178.63,370.205,0.0163,0.0547,0.7185,0.2268,0.2167,no,Drilled,17.18,,1,1772.5,,1
441,17,40,WI,9/23/15,4/13/16,203,0,0,5a,5.41,17,11.21,9.7,159.6,382.23,-5.09,3.6,-0.75,9.03,337.64,98.745,,,,,,,,,,,,,,,,,,,391.845,73.105,480.97,0.0163,0.0547,0.7185,0.2268,0.2167,no,Drilled,16.8875,,1,2872.5,,1
442,17,40,WI,9/27/16,4/11/17,196,0,0,5a,5.97,17.4,11.69,9.61,59.86,379.3,-5.45,3.27,-1.09,8.79,262.12,114.995,,,,,,,,,,,,,,,,,,,389.605,79.075,494.295,0.0163,0.0547,0.7185,0.2268,0.2167,no,Drilled,14.445,,1,1497.5,,1
443,17,41,WI,9/18/14,4/28/15,222,0,0,5a,-6.56,3.75,-1.4,9.12,204.99,313.94,1.62,16.39,9.01,17.7,124.96,88.515,0.44,13.15,6.8,17.74,27.58,26.755,,,,,,,,,,,,,289.145,138.425,429.195,0.0377,0.0933,0.6767,0.23,0.2273,no,Drilled,12.2075,,1,2759.5,,1
444,17,41,WI,9/23/15,4/16/16,206,0,0,5a,-3.24,6.44,1.6,7.75,366.5,380.76,-0.58,10.49,4.96,14.65,135.56,81.76,,,,,,,,,,,,,,,,,,,360.925,81.76,462.52,0.0377,0.0933,0.6767,0.23,0.2273,no,Drilled,14.7175,,1,3638.25,,1
445,17,42,WI,10/1/14,5/1/15,212,0,0,5a,-7.7,2.39,-2.66,9.38,259.28,181.74,1.02,15.53,8.27,20.23,25.13,62.52,,,,,,,,,,,,,,,,,,,109.185,135.075,244.26,0.0065,0.9112,0.0384,0.0505,0.0852,no,Drilled,15.95275,,1,1028.75,,1
446,17,42,WI,9/29/15,4/14/16,198,0,0,5a,-4.17,5.45,0.64,7.99,446.07,290.24,-2.94,7.68,2.37,16.43,57.08,9.625,,,,,,,,,,,,,,,,,,,244.98,47.04,299.87,0.0065,0.9112,0.0384,0.0505,0.0852,no,Drilled,18.2175,,1,2263.25,,1
447,17,42,WI,9/20/16,4/17/17,209,0,0,5a,6.14,17.15,11.65,9.46,189.7,377.4,-6.51,2.75,-1.88,8.77,329.41,121.965,,,,,,,,,,,,,,,,,,,402.98,80.58,499.365,0.0065,0.9112,0.0384,0.0505,0.0852,no,Drilled,17.97,,1,3682.5,,1
448,17,43,WI,9/26/14,5/5/15,221,0,0,5a,-7.85,1.88,-2.99,9.1,286.9,216.42,1.88,16.35,9.11,21.19,17.1,85.78,9.6,22.39,16,17.11,20.04,34.785,,,,,,,,,,,,,153.065,183.39,336.99,0.0271,0.1716,0.6997,0.1287,0.2095,no,Drilled,16.7175,,1,1148.25,,1
449,17,43,WI,9/21/15,4/19/16,211,0,0,5a,-4.18,5.11,0.46,7.62,285.27,343.1,-1.08,9.46,4.19,15.32,129.3,78.435,,,,,,,,,,,,,,,,,,,326.565,91.52,421.53,0.0271,0.1716,0.6997,0.1287,0.2095,no,Drilled,19.765,,1,2530,,1
450,17,43,WI,9/15/16,4/24/17,221,0,0,5a,6.81,17.47,12.14,9.98,146.94,380.35,-6.76,2.52,-2.12,8.65,353.84,144,1.89,16.33,9.11,21.14,40.55,32.965,,,,,,,,,,,,,441.98,103.735,557.325,0.0271,0.1716,0.6997,0.1287,0.2095,no,Drilled,20.77,,1,2632.25,,1
451,18,44,WI,10/5/11,4/11/12,189,0,0,5a,-4.52,6.62,1.05,8.16,273.96,241.81,11.84,26.21,19.03,14.64,13.88,87.775,1.64,14.13,7.88,15.7,33.5,75.135,,,,,,,,,,,,,187.275,216.29,404.705,0.0377,0.0933,0.6767,0.23,0.2273,no,Drilled,,,0,3445.333333,,1
452,18,44,WI,10/10/14,4/28/15,200,0,0,5a,-7.49,2.7,-2.39,9.15,295.3,171.6,1.87,16.09,8.98,19.14,28.22,75.705,,,,,,,,,,,,,,,,,,,104.195,141.35,247.3,0.0377,0.0933,0.6767,0.23,0.2273,no,Drilled,,,0,282.3333333,,1
453,18,44,WI,9/23/15,4/14/16,204,0,0,5a,-3.14,6.54,1.7,7.71,375.39,385.35,-0.64,9.95,4.65,14.08,132.8,65.725,,,,,,,,,,,,,,,,,,,364.88,65.73,451.085,0.0377,0.0933,0.6767,0.23,0.2273,no,Drilled,,,0,3075,,1
454,19,45,WI,9/9/14,4/24/15,227,0,0,5b,-5.09,3.63,-0.73,8.61,249.76,352.26,-0.73,9.15,4.21,15.56,98.74,58.375,,,,,,,,,,,,,,,,,,,342.395,67.475,410.625,0.0322,0.2038,0.512,0.2842,0.1849,no,Drilled,17.78,,1,2152.25,,1
455,19,45,WI,8/27/15,5/1/16,248,0,0,5b,12.8,23.05,17.93,15.02,126.26,378.74,6.96,16.52,11.74,9.24,121.54,316.61,-3.68,4.13,0.22,9.08,435.62,142.73,,,,,,,,,,,,,727.88,94.67,838.085,0.0322,0.2038,0.512,0.2842,0.1849,no,Drilled,16.845,,1,5119.5,,1
456,20,17,DE,10/15/12,5/9/13,206,0,56,7b,1.77,11.02,6.39,8.95,636.67,499.04,5.16,18.69,11.93,19.65,46.2,106.095,8.39,18.77,13.58,18.06,21.86,110.165,8,17.57,12.78,16.8,55.69,109,13.03,22.58,17.81,17.97,8.53,26.82,273.815,386.62,851.115,0.0081,0.7691,0.1676,0.0633,0.0965,no,Drilled,,,0,6514.13,,1
457,20,17,DE,10/15/12,5/9/13,206,0,0,7b,1.77,11.02,6.39,8.95,636.67,499.04,5.16,18.69,11.93,19.65,46.2,106.095,8.39,18.77,13.58,18.06,21.86,110.165,8,17.57,12.78,16.8,55.69,109,13.03,22.58,17.81,17.97,8.53,26.82,273.815,386.62,851.115,0.0081,0.7691,0.1676,0.0633,0.0965,no,Drilled,,,0,4936.576667,,1
458,20,17,DE,10/25/13,5/20/14,207,0,56,7b,-1.12,9.78,4.33,9.44,445.93,375.54,6.09,17.54,11.81,17.63,51.64,111.175,6.15,18.2,12.17,19.38,57.63,116.605,9.64,20.06,14.85,17.61,38.12,104.48,12.92,24.74,18.83,21.61,33.66,187.61,179.915,582.915,895.425,0.0081,0.7691,0.1676,0.0633,0.0965,no,Drilled,,,0,3186.666667,,1
459,20,17,DE,9/17/14,5/7/15,232,0,67,7b,12.75,23.39,18.07,13.18,103.8,382.76,-0.05,10.19,5.07,10.04,570.33,517.27,7.21,19.2,13.21,18.94,91.01,237.77,14.08,25.96,20.02,21.24,0,46.86,,,,,,,689.335,406.94,1184.66,0.0081,0.7691,0.1676,0.0633,0.0965,no,Drilled,,,0,3720,,1
460,20,17,DE,9/17/14,5/7/15,232,0,0,7b,12.75,23.39,18.07,13.18,103.8,382.76,-0.05,10.19,5.07,10.04,570.33,517.27,7.21,19.2,13.21,18.94,91.01,237.77,14.08,25.96,20.02,21.24,0,46.86,,,,,,,689.335,406.94,1184.66,0.0081,0.7691,0.1676,0.0633,0.0965,no,Drilled,,,0,5140,,1
